序号,省份,博物馆名称,性质,质量等级,是否免费开放,藏品数（件/套）,珍贵文物（件/套）,展览（个）,教育活动（次）,参观人数（万人次）
5458,上海市,上海福寿园人文纪念馆,非国有博物馆,未定级,是,3529,0,5,64,0.9291
5459,上海市,上海工业设计博物馆,其他行业国有博物馆,未定级,否,4858,0,2,68,7.052
5460,上海市,上海工艺美术博物馆,非国有博物馆,三级,否,1112,0,8,189,4.2122
5461,上海市,上海公安博物馆,其他行业国有博物馆,二级,是,23519,2053,12,347,23.7229
5462,上海市,上海观复博物馆,非国有博物馆,未定级,否,348,0,5,61,6.296
5463,上海市,上海观止矿晶博物馆,非国有博物馆,未定级,否,306,0,5,22,0.4919
5464,上海市,上海广播博物馆,其他行业国有博物馆,未定级,是,350,0,2,10,1.2
5465,上海市,上海国际酒文化博物馆,非国有博物馆,未定级,是,316,1,2,5,0.1527
5466,上海市,上海海纳吴觉农茶文化博物馆,非国有博物馆,未定级,是,610,0,2,40,4.482
5467,上海市,上海海派红木艺术博物馆,非国有博物馆,未定级,是,340,0,4,2,0.15
5468,上海市,上海海洋大学博物馆,其他行业国有博物馆,未定级,是,40000,0,3,25,1.4762
5469,上海市,上海翰林匾额博物馆,非国有博物馆,未定级,是,32,0,2,24,3.6
5470,上海市,上海航宇科普中心,其他行业国有博物馆,二级,否,13716,33,6,24,11.3994
5471,上海市,上海红十字历史文化陈列馆,其他行业国有博物馆,未定级,是,366,0,5,16,0.2138
5472,上海市,上海寰宇铃铛博物馆,非国有博物馆,未定级,是,3010,0,2,10,1
5473,上海市,上海火炬众创孵化博物馆,非国有博物馆,未定级,是,323,0,1,0,2.8317
5474,上海市,上海交通大学博物馆,其他行业国有博物馆,未定级,是,786,0,6,40,11.8454
5475,上海市,上海交通大学董浩云航运博物馆,其他行业国有博物馆,未定级,是,1100,0,5,30,21.5
5476,上海市,上海交通大学校史博物馆,其他行业国有博物馆,未定级,是,4385,0,9,60,25.6
5477,上海市,上海金刚博物馆,非国有博物馆,未定级,否,300,0,1,0,1.245
5478,上海市,上海静安区文物史料馆（中国劳动组合书记部旧址陈列馆）,文化文物系统国有博物馆,未定级,是,553,0,10,51,35.7314
5479,上海市,上海科技馆,其他行业国有博物馆,一级,否,314626,0,35,15271,423.3577
5480,上海市,上海来伊份零食博物馆,非国有博物馆,未定级,是,560,0,9,270,11.88
5481,上海市,上海老相机摄影博物馆,非国有博物馆,未定级,是,1669,0,11,18,2.7325
5482,上海市,上海琉璃艺术博物馆,非国有博物馆,未定级,否,380,0,3,4,1.4938
5483,上海市,上海鲁迅纪念馆,文化文物系统国有博物馆,一级,是,88199,23383,23,162,68.5611
5484,上海市,上海美特斯邦威服饰博物馆,非国有博物馆,未定级,是,9350,0,2,1,0.1879
5485,上海市,上海民政博物馆,其他行业国有博物馆,未定级,是,1255,0,1,3,0.1136
5486,上海市,上海民族乐器博物馆,其他行业国有博物馆,未定级,是,232,0,1,35,0.105
5487,上海市,上海凝聚力工程博物馆,其他行业国有博物馆,未定级,是,3432,0,1,507,41.1521
5488,上海市,上海农垦博物馆,非国有博物馆,未定级,是,2000,0,0,0,0
5489,上海市,上海棋牌文化博物馆,其他行业国有博物馆,未定级,是,1221,0,2,29,1.2012
5490,上海市,上海气象博物馆,其他行业国有博物馆,未定级,是,1229,0,5,75,3
5491,上海市,上海汽车博物馆,其他行业国有博物馆,未定级,否,3786,0,9,215,35.8771
5492,上海市,上海三山会馆管理处,文化文物系统国有博物馆,未定级,是,391,0,11,36,2.055
5493,上海市,上海师范大学博物馆,其他行业国有博物馆,未定级,是,1766,0,3,20,1.8249
5494,上海市,上海世博会博物馆,文化文物系统国有博物馆,二级,是,19032,315,10,239,82.7031
5495,上海市,上海世界技能博物馆,其他行业国有博物馆,未定级,是,1431,0,3,69,32.2188
5496,上海市,上海市沧海盐田盐文化博物馆,非国有博物馆,未定级,是,410,0,2,303,3.6542
5497,上海市,上海市崇明区博物馆,文化文物系统国有博物馆,未定级,是,1848,383,2,7,9.4062
5498,上海市,上海市奉贤区博物馆,文化文物系统国有博物馆,一级,是,9107,279,18,775,65.5332
5499,上海市,上海市虹口区中共四大纪念馆,文化文物系统国有博物馆,二级,是,3003,678,10,148,73.5115
5500,上海市,上海市金山区博物馆,文化文物系统国有博物馆,三级,是,5419,1174,25,249,18.6032
5501,上海市,上海市历史博物馆（上海革命历史博物馆）,文化文物系统国有博物馆,一级,是,125286,10161,18,651,171.9676
5502,上海市,上海市龙华烈士纪念馆,其他行业国有博物馆,一级,是,12662,222,42,4301,156.18
5503,上海市,上海市闵行区博物馆,文化文物系统国有博物馆,三级,是,1868,0,8,125,78.5384
5504,上海市,上海市青浦区博物馆,文化文物系统国有博物馆,二级,是,4694,1241,11,224,22.4804
5505,上海市,上海市松江区博物馆,文化文物系统国有博物馆,二级,是,5421,1619,6,23,4.4866
5506,上海市,上海市陶行知纪念馆,其他行业国有博物馆,未定级,是,417,0,5,18,3.3086
5507,上海市,上海市外滩历史纪念馆,其他行业国有博物馆,未定级,是,0,0,1,1,14.823
5508,上海市,上海市徐汇区图书馆（上海市徐汇区土山湾博物馆）,文化文物系统国有博物馆,三级,是,977,0,4,100,25.0575
5509,上海市,上海市银行博物馆,非国有博物馆,三级,否,12916,0,2,23,7.6342
5510,上海市,上海市长宁区革命文物陈列馆,文化文物系统国有博物馆,未定级,是,0,0,3,9,1.386
5511,上海市,上海四行仓库抗战纪念馆,文化文物系统国有博物馆,未定级,是,2910,0,4,23,154.3352
5512,上海市,上海淞沪抗战纪念馆,文化文物系统国有博物馆,二级,是,4871,0,3,268,31.0654
5513,上海市,上海宋庆龄故居纪念馆,其他行业国有博物馆,二级,否,13142,149,4,18,56.2439
5514,上海市,上海隧道科技馆,其他行业国有博物馆,未定级,是,138,0,2,0,3.5695
5515,上海市,上海孙中山故居纪念馆,其他行业国有博物馆,二级,否,6440,201,12,174,19.3423
5516,上海市,上海泰迪之家泰迪熊博物馆,非国有博物馆,未定级,是,300,0,1,2,0.4862
5517,上海市,上海韬奋纪念馆（中国近现代新闻出版博物馆）,文化文物系统国有博物馆,二级,是,682076,3573,26,425,65.8767
5518,上海市,上海体育博物馆,其他行业国有博物馆,未定级,是,10850,0,10,45,12.6951
5519,上海市,上海体育大学武术博物馆,其他行业国有博物馆,未定级,是,2064,0,3,57,1.7537
5520,上海市,上海天文博物馆,其他行业国有博物馆,未定级,否,324,0,5,23,27.2944
5521,上海市,上海铁路博物馆,其他行业国有博物馆,未定级,否,2120,0,2,18,5.4163
5522,上海市,上海外国语大学语言博物馆,其他行业国有博物馆,未定级,是,16117,0,5,26,2.1571
5523,上海市,上海无线电博物馆,其他行业国有博物馆,未定级,是,3347,0,1,50,4.5302
5524,上海市,上海吴昌硕纪念馆,文化文物系统国有博物馆,未定级,是,660,0,6,116,5
5525,上海市,上海消防博物馆,其他行业国有博物馆,未定级,是,18749,0,1,32,10.8894
5526,上海市,上海眼镜博物馆,非国有博物馆,未定级,是,59,0,1,126,2.6
5527,上海市,上海艺术品博物馆,非国有博物馆,未定级,是,339,0,17,168,7.9586
5528,上海市,上海音乐学院东方乐器博物馆,其他行业国有博物馆,未定级,是,881,0,3,15,3
5529,上海市,上海印刷博物馆,其他行业国有博物馆,未定级,是,1983,0,7,19,0.7227
5530,上海市,上海印刷字体展示馆,其他行业国有博物馆,未定级,是,425,0,11,85,2.7872
5531,上海市,上海邮政博物馆,其他行业国有博物馆,未定级,是,937,0,6,15,4.9765
5532,上海市,上海犹太难民纪念馆,文化文物系统国有博物馆,二级,否,19926,9,10,77,19.9803
5533,上海市,上海有恒博物馆,非国有博物馆,未定级,是,310,0,3,2,5
5534,上海市,上海豫园管理处,文化文物系统国有博物馆,未定级,否,3403,534,5,2,210.0431
5535,上海市,上海院士风采馆,其他行业国有博物馆,未定级,是,1823,0,3,20,8.8615
5536,上海市,上海真静传统木作博物馆,非国有博物馆,未定级,是,2350,0,1,30,2.3
5537,上海市,上海震旦博物馆,非国有博物馆,未定级,否,88,0,14,86,4.6874
5538,上海市,上海知青博物馆,非国有博物馆,未定级,是,4697,0,4,23,3.68
5539,上海市,上海智慧湾增材制造文化博物馆,非国有博物馆,未定级,否,542,0,6,144,18.237
5540,上海市,上海中国航海博物馆,其他行业国有博物馆,一级,否,21394,1451,29,1665,60.8493
5541,上海市,上海中国留学生博物馆,非国有博物馆,未定级,是,353,0,7,41,1.7412
5542,上海市,上海中国烟草博物馆,其他行业国有博物馆,未定级,是,94380,0,9,2,1.2048
5543,上海市,上海中华印刷博物馆,非国有博物馆,未定级,是,7349,0,6,54,8.521
5544,上海市,上海中医药博物馆,其他行业国有博物馆,未定级,否,19192,0,10,292,16.3924
5545,上海市,上海周虎臣曹素功笔墨博物馆,非国有博物馆,未定级,是,401,0,6,8,1.5665
5546,上海市,上海翥云艺术博物馆,非国有博物馆,未定级,是,204,0,9,1,8.1
5547,上海市,上海尊木汇木文化博物馆,非国有博物馆,未定级,否,1108,0,6,285,24.6359
5548,上海市,四海壶具博物馆,非国有博物馆,未定级,是,400,0,4,16,4.5938
5549,上海市,宋庆龄生平事迹陈列馆,其他行业国有博物馆,三级,是,5187,12,6,547,19.0749
5550,上海市,同济大学博物馆,其他行业国有博物馆,未定级,是,472,0,6,4,5.402
5551,上海市,童涵春堂中药博物馆,其他行业国有博物馆,未定级,是,1258,0,2,80,9.69
5552,上海市,张闻天故居,文化文物系统国有博物馆,未定级,是,796,0,4,17,5.7311
5553,上海市,中共二大会址纪念馆,文化文物系统国有博物馆,二级,是,2159,267,9,106,52.444
5554,上海市,中国共产党第一次全国代表大会纪念馆,文化文物系统国有博物馆,一级,是,130821,26685,27,6024,311.8381
5555,上海市,中国科学院上海昆虫博物馆,其他行业国有博物馆,未定级,否,1293000,0,7,55,31
5556,上海市,中国社会主义青年团中央机关旧址纪念馆,文化文物系统国有博物馆,未定级,是,10,0,3,57,15.38
5557,上海市,中国证券博物馆,其他行业国有博物馆,未定级,是,9596,0,31,88,16.3543
5558,上海市,中国左翼作家联盟会址纪念馆,文化文物系统国有博物馆,未定级,是,1193,673,3,25,7.379
5559,四川省,“4·20”芦山强烈地震纪念馆,文化文物系统国有博物馆,未定级,是,48588,13,1,132,6.9003
5560,四川省,“5·12”汶川特大地震映秀震中纪念馆,文化文物系统国有博物馆,三级,是,13681,0,9,480,102.0911
5561,四川省,5·12抗震救灾纪念馆,非国有博物馆,未定级,是,877,0,1,4,97.4608
5562,四川省,5·12汶川特大地震纪念馆,其他行业国有博物馆,一级,是,61116,73,10,341,92.2737
5563,四川省,阿坝州博物馆,文化文物系统国有博物馆,三级,是,19606,261,4,9,5.0205
5564,四川省,艾芜纪念馆,其他行业国有博物馆,未定级,是,250,0,3,8,1.5686
5565,四川省,安岳石窟艺术博物馆,文化文物系统国有博物馆,未定级,否,1352,264,4,1,0.5
5566,四川省,巴金纪念馆,其他行业国有博物馆,未定级,是,7213,0,2,21,1.4254
5567,四川省,巴山民俗文化博物馆,文化文物系统国有博物馆,未定级,是,348,0,4,2,3.2125
5568,四川省,巴山游击队纪念馆,文化文物系统国有博物馆,未定级,是,129,31,10,835,49.8729
5569,四川省,巴中市巴州区历史文化博物馆,文化文物系统国有博物馆,未定级,是,29175,474,4,8,10.1
5570,四川省,巴中市巴州区晏阳初博物馆,文化文物系统国有博物馆,未定级,是,2461,0,5,193,3.5841
5571,四川省,白玉县俄色呷玛文化艺术博物馆,非国有博物馆,未定级,是,552,0,4,32,0.08
5572,四川省,宝镜村村史馆,其他行业国有博物馆,未定级,是,194,0,1,0,0.66
5573,四川省,宝胜客家古村落文化博物馆,其他行业国有博物馆,未定级,是,332,0,6,13,2.2
5574,四川省,宝兴县博物馆,文化文物系统国有博物馆,未定级,是,2274,397,2,160,18.3
5575,四川省,宝兴县红军翻越夹金山纪念馆,文化文物系统国有博物馆,未定级,是,89,10,2,500,33.1305
5576,四川省,北川羌族自治县红军长征纪念馆,文化文物系统国有博物馆,未定级,是,202,0,1,3,3.58
5577,四川省,北川羌族自治县羌族民俗博物馆,文化文物系统国有博物馆,未定级,是,1089,123,1,5,2.621
5578,四川省,毕占云生平事迹陈列馆,文化文物系统国有博物馆,未定级,是,175,94,1,6,8.73
5579,四川省,苍溪红军渡纪念馆,文化文物系统国有博物馆,未定级,是,232,16,4,12,6.3792
5580,四川省,苍溪黄猫垭战斗遗址纪念馆,文化文物系统国有博物馆,未定级,是,155,0,3,3,17.5412
5581,四川省,苍溪苏维埃政府旧址纪念馆,文化文物系统国有博物馆,未定级,是,64,0,5,2,0.4193
5582,四川省,昌列博物馆,非国有博物馆,未定级,是,2000,655,5,5,1.5623
5583,四川省,陈毅纪念馆,文化文物系统国有博物馆,二级,是,15394,22,9,436,8.951
5584,四川省,成都巴蜀汉陶艺术博物馆,非国有博物馆,未定级,是,1570,0,6,2,2.8784
5585,四川省,成都百家堂姓氏文化博物馆,非国有博物馆,未定级,是,2158,0,14,53,4.4394
5586,四川省,成都百年学前教育博物馆,其他行业国有博物馆,未定级,是,3050,0,17,72,9.2913
5587,四川省,成都保前明清家具博物馆,非国有博物馆,未定级,是,512,0,8,0,2.619
5588,四川省,成都标榜川西古典家具博物馆,非国有博物馆,未定级,是,3240,0,3,2,6
5589,四川省,成都标榜当代土陶艺术博物馆,非国有博物馆,未定级,是,386,0,1,1,3
5590,四川省,成都标榜古今发艺博物馆,非国有博物馆,未定级,是,616,0,2,2,5
5591,四川省,成都标榜民间传统养生技艺博物馆,非国有博物馆,未定级,是,1159,0,3,5,6
5592,四川省,成都标榜女红工艺博物馆,非国有博物馆,未定级,是,350,0,1,1,5
5593,四川省,成都博物馆（成都中国皮影博物馆）,文化文物系统国有博物馆,一级,是,225207,1417,16,582,333.8871
5594,四川省,成都诚林金丝楠乌木博物馆,非国有博物馆,未定级,是,420,0,0,0,0
5595,四川省,成都澄园书画艺术博物馆,非国有博物馆,未定级,是,508,0,6,28,4.2576
5596,四川省,成都川菜博物馆,非国有博物馆,二级,否,6745,0,21,168,43.9702
5597,四川省,成都川江钱币博物馆,非国有博物馆,未定级,是,3000,0,2,12,6.6707
5598,四川省,成都川剧艺术博物馆,其他行业国有博物馆,未定级,是,1398,0,1,0,0
5599,四川省,成都川上雕塑艺术博物馆,非国有博物馆,未定级,是,400,0,2,2,6.5982
5600,四川省,成都大华玉器博物馆,非国有博物馆,未定级,是,1491,0,6,2,2.8784
5601,四川省,成都大吉喜马拉雅文化艺术博物馆,非国有博物馆,未定级,是,331,0,0,0,0
5602,四川省,成都大熊猫博物馆,其他行业国有博物馆,未定级,是,4028,0,5,36,104.324
5603,四川省,成都大运会博物馆,其他行业国有博物馆,未定级,是,3538,0,6,97,7.9317
5604,四川省,成都杜甫草堂博物馆,文化文物系统国有博物馆,一级,否,28195,1277,43,206,382.7883
5605,四川省,成都尔玛民俗博物馆,非国有博物馆,未定级,是,8406,0,16,2,11.0944
5606,四川省,成都贺麟故居纪念馆,非国有博物馆,未定级,是,1206,0,9,191,25.0566
5607,四川省,成都华希昆虫博物馆,非国有博物馆,二级,是,1083989,2365,24,221,3.5627
5608,四川省,成都华珍藏羌文化博物馆,非国有博物馆,未定级,是,1095,0,4,20,19.9951
5609,四川省,成都画院书画博物馆,文化文物系统国有博物馆,未定级,是,2007,0,13,24,26.9048
5610,四川省,成都金沙遗址博物馆,文化文物系统国有博物馆,一级,否,3013,1919,25,520,188.684
5611,四川省,成都静涛金石书画博物馆,非国有博物馆,未定级,是,503,0,5,4,4.5718
5612,四川省,成都李彬报纸博物馆,非国有博物馆,未定级,是,320,0,1,16,2.6694
